root_seed,regime,time,on,off,action_changed,strict_reversal,on_breaches,off_breaches,witness
1000020,NOMINAL,5,20,7,True,True,0,0,False
1000020,NOMINAL,6,20,7,True,True,0,0,False
1000020,NOMINAL,7,20,7,True,True,0,0,False
1000020,NOMINAL,8,20,7,True,True,3,0,True
1000020,NOMINAL,9,20,7,True,True,3,0,True
1000020,NOMINAL,10,20,7,True,True,3,0,True
1000020,NOMINAL,11,20,7,True,True,3,3,False
1000020,PHYSICAL_SHIFT,0,20,20,False,False,0,0,False
1000020,PHYSICAL_SHIFT,1,20,20,False,False,0,0,False
1000020,PHYSICAL_SHIFT,2,20,36,True,False,0,0,False
1000020,PHYSICAL_SHIFT,3,20,7,True,True,0,0,False
1000020,PHYSICAL_SHIFT,4,20,7,True,True,0,0,False
1000020,PHYSICAL_SHIFT,5,20,7,True,True,0,0,False
1000020,PHYSICAL_SHIFT,6,20,7,True,True,1,0,True
1000020,PHYSICAL_SHIFT,7,20,7,True,True,3,0,True
1000020,PHYSICAL_SHIFT,8,20,7,True,True,3,0,True
1000020,PHYSICAL_SHIFT,9,20,7,True,True,4,3,True
1000020,PHYSICAL_SHIFT,10,20,7,True,True,4,3,True
1000020,PHYSICAL_SHIFT,11,20,7,True,True,4,4,False
